STATION,STATION_NAME,YEAR,Month,Flag,AvgOfTPCP,Missing,Consecutive Missing
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,6,1,0,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,7,1,1527,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,8,1,188,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,9,1,443,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,10,1,645,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,11,1,13,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1960,12,1,235,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,1,1,254,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,2,1,10,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,3,1,110,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,4,1,13,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,5,1,0,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,6,1,366,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,7,1,519,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,8,1,1739,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,9,1,822,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,10,1,442,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,11,1,788,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1961,12,1,675,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,1,1,786,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,2,1,21,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,3,1,397,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,4,1,30,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,5,1,0,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,6,1,386,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,7,1,2386,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,8,1,236,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,9,1,583,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,10,1,363,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,11,1,170,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1962,12,1,1148,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,1,1,384,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,2,1,188,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,3,1,66,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,4,1,193,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,5,1,0,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,6,1,56,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,7,1,666,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,8,1,2856,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,9,1,305,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1963,12,1,94,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,1,1,43,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,2,1,41,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,3,1,181,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,4,1,130,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,5,1,0,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,6,1,30,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,7,1,1317,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,8,1,729,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,9,1,1851,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,10,1,82,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,11,1,95,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1964,12,1,87,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1965,1,1,447,0,0
GHCND:USC00026186,PORTAL 4-2 SW AZ US,1965,2,1,247,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,3,1,170,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,4,1,87,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,5,1,11,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,6,1,211,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,7,1,1136,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,8,1,1177,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,9,1,854,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,10,1,23,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,11,1,176,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1965,12,1,1755,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,1,1,408,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,2,1,422,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,3,1,42,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,4,1,135,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,5,1,28,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,6,1,424,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,7,1,1217,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,8,1,1409,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,9,1,349,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,10,1,6,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,11,1,143,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1966,12,1,272,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,2,1,238,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,3,1,169,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,4,1,87,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,5,1,130,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,6,1,574,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,7,1,2131,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,8,1,1041,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,9,1,1925,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,10,1,133,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,11,1,204,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1967,12,1,1933,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,1,1,142,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,2,1,555,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,3,1,716,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,4,1,158,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,6,1,10,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,7,1,1498,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,8,1,850,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,9,1,94,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,10,1,33,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,11,1,516,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1968,12,1,605,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,1,1,143,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,2,1,148,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,3,1,135,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,5,1,286,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,6,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,7,1,1405,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,8,1,526,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,9,1,359,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,10,1,315,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,11,1,134,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1969,12,1,360,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,2,1,152,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,3,1,407,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,4,1,124,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,5,1,33,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,6,1,254,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,7,1,884,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,8,1,907,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,9,1,397,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,10,1,132,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,11,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1970,12,1,271,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,1,1,72,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,2,1,76,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,3,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,4,1,208,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,5,1,33,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,6,1,3,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,7,1,1122,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,8,1,1322,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,9,1,329,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,10,1,1308,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,11,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1971,12,1,773,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,1,1,10,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,2,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,3,1,8,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,5,1,49,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,6,1,547,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,7,1,1189,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,8,1,1633,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,9,1,785,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,10,1,1667,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,11,1,175,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1972,12,1,376,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,1,1,450,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,2,1,684,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,3,1,391,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,4,1,6,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,5,1,358,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,6,1,96,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,7,1,1336,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,8,1,501,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,9,1,156,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,10,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,11,1,76,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1973,12,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,1,1,307,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,2,1,18,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,3,1,58,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,4,1,25,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,5,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,6,1,40,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,7,1,1236,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,8,1,582,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,9,1,871,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,10,1,714,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,11,1,71,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1974,12,1,132,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,1,1,354,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,2,1,72,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,3,1,342,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,4,1,137,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,5,1,31,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,6,1,11,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,7,1,1349,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,8,1,248,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,9,1,1200,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,10,1,48,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,11,1,333,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1975,12,1,321,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,1,1,156,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,2,1,546,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,3,1,104,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,4,1,122,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,5,1,275,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,6,1,105,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,7,1,2223,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,8,1,640,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,9,1,803,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,10,1,803,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,11,1,252,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1976,12,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,1,1,555,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,2,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,3,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,4,1,150,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,5,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,6,1,272,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,7,1,1251,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,8,1,871,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,9,1,392,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,10,1,632,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,11,1,226,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1977,12,1,283,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,1,1,760,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,2,1,478,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,3,1,412,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,4,1,30,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,5,1,119,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,6,1,105,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,7,1,1235,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,8,1,424,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,9,1,189,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,10,1,422,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,11,1,790,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1978,12,1,1237,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,1,1,866,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,2,1,191,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,3,1,226,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,4,1,96,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,5,1,97,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,6,1,550,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,7,1,813,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,8,1,545,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,9,1,100,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,10,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,11,1,107,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1979,12,1,261,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,1,1,293,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,2,1,931,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,3,1,196,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,4,1,94,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,5,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,6,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,7,1,862,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,8,1,802,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,9,1,1192,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,10,1,56,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,11,1,241,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1980,12,1,40,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,1,1,361,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,2,1,381,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,3,1,509,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,4,1,74,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,5,1,18,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,6,1,648,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,7,1,1830,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,8,1,681,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,9,1,256,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,10,1,313,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,11,1,513,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1981,12,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,1,1,708,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,2,1,432,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,3,1,325,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,4,1,168,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,5,1,167,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,6,1,41,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,7,1,631,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,8,1,668,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,9,1,762,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,10,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,11,1,884,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1982,12,1,1226,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,1,1,208,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,2,1,497,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,3,1,815,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,4,1,161,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,5,1,3,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,6,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,7,1,733,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,8,1,322,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,9,1,1466,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,10,1,1085,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,11,1,866,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1983,12,1,296,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,1,1,470,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,2,1,8,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,3,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,4,1,170,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,5,1,56,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,6,1,384,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,7,1,1196,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,8,1,1497,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,9,1,46,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,10,1,723,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,11,1,290,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1984,12,1,1421,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,1,1,486,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,2,1,362,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,3,1,124,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,4,1,564,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,5,1,51,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,6,1,290,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,7,1,764,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,8,1,1090,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,9,1,844,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,10,1,1193,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,11,1,380,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1985,12,1,97,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,1,1,50,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,2,1,401,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,3,1,482,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,4,1,62,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,5,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,6,1,270,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,7,1,1608,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,8,1,1047,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,9,1,323,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,10,1,207,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,11,1,501,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1986,12,1,989,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,1,1,128,0,0
