STATION,STATION_NAME,YEAR,Month,Flag,AvgOfTPCP,Missing,Consecutive Missing
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,2,1,335,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,3,1,143,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,4,1,960,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,5,1,313,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,6,1,387,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,7,1,898,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,8,1,1288,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,9,1,429,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,10,1,407,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,11,1,102,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1987,12,1,993,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,1,1,511,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,2,1,369,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,3,1,28,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,4,1,382,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,6,1,333,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,7,1,1015,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,8,1,2242,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,9,1,2654,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,10,1,826,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,11,1,300,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1988,12,1,345,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,1,1,445,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,2,1,211,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,3,1,227,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,4,1,25,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,5,1,79,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,6,1,20,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,7,1,1199,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,8,1,1218,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,9,1,196,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,10,1,413,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1989,12,1,66,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,1,1,106,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,2,1,258,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,3,1,87,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,4,1,61,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,5,1,82,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,6,1,180,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,7,1,1753,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,8,1,719,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,9,1,1054,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,10,1,208,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,11,1,679,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1990,12,1,460,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,1,1,837,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,2,1,449,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,3,1,577,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,5,1,8,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,6,1,546,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,7,1,1110,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,8,1,1197,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,9,1,1049,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,10,1,187,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,11,1,313,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1991,12,1,1105,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,1,1,477,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,2,1,365,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,3,1,455,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,4,1,157,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,5,1,1265,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,6,1,76,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,7,1,583,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,8,1,1382,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,9,1,340,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,10,1,185,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,11,1,124,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1992,12,1,724,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,1,1,1217,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,2,1,434,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,3,1,163,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,5,1,137,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,6,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,7,1,642,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,8,1,2270,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,9,1,69,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,10,1,93,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,11,1,429,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1993,12,1,74,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,1,1,30,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,2,1,244,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,3,1,576,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,4,1,46,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,5,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,6,1,87,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,7,1,376,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,8,1,924,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,9,1,618,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,10,1,160,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,11,1,1595,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1994,12,1,1452,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,1,1,508,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,2,1,385,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,3,1,259,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,4,1,25,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,5,1,10,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,6,1,33,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,7,1,874,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,8,1,754,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,9,1,1122,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,10,1,163,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,11,1,102,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1995,12,1,118,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,1,1,61,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,2,1,76,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,3,1,21,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,4,1,117,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,6,1,1619,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,7,1,1302,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,8,1,606,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,9,1,349,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,10,1,528,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,11,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1996,12,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,1,1,534,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,2,1,566,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,3,1,89,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,4,1,135,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,5,1,701,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,6,1,77,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,7,1,828,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,8,1,1038,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,9,1,856,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,10,1,528,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,11,1,266,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1997,12,1,1042,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,2,1,640,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,3,1,493,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,4,1,23,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,6,1,43,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,7,1,1389,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,8,1,359,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,9,1,468,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,10,1,486,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,11,1,617,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1998,12,1,267,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,2,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,3,1,30,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,4,1,117,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,6,1,144,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,7,1,1709,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,8,1,1106,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,9,1,404,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,10,1,23,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,1999,12,1,94,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,2,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,3,1,108,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,6,1,1189,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,7,1,315,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,8,1,622,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,10,1,1985,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,11,1,424,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2000,12,1,132,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,1,1,437,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,2,1,140,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,3,1,117,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,4,1,264,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,5,1,95,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,6,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,7,1,770,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,8,1,967,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,9,1,583,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,10,1,141,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,11,1,169,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2001,12,1,107,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,1,1,209,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,2,1,412,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,3,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,6,1,18,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,7,1,325,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,8,1,1288,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,9,1,299,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,10,1,113,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,11,1,119,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2002,12,1,356,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,1,1,33,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,2,1,653,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,3,1,117,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,4,1,41,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,5,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,6,1,156,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,7,1,594,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,8,1,597,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,9,1,138,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,10,1,69,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,11,1,387,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2003,12,1,110,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,1,1,814,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,2,1,223,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,3,1,353,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,4,1,434,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,5,1,127,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,6,1,133,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,7,1,589,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,8,1,974,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,9,1,575,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,10,1,235,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,11,1,388,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2004,12,1,514,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,1,1,915,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,2,1,739,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,3,1,193,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,4,1,152,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,5,1,13,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,6,1,35,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,7,1,1241,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,8,1,1181,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,9,1,830,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,10,1,383,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2005,12,1,58,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,1,1,71,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,2,1,43,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,3,1,267,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,4,1,74,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,5,1,31,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,6,1,115,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,7,1,1300,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,8,1,2183,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,9,1,1343,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,10,1,371,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2006,12,1,195,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,1,1,695,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,2,1,110,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,3,1,310,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,4,1,212,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,5,1,125,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,6,1,120,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,7,1,772,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,8,1,1109,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,9,1,320,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,10,1,8,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,11,1,266,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2007,12,1,1463,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,1,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,2,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,3,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,4,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,5,1,160,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,6,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,7,1,2518,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,8,1,1120,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,9,1,499,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,10,1,59,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2008,12,1,352,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,1,1,150,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,2,1,61,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,3,1,249,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,4,1,36,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,5,1,275,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,6,1,848,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,7,1,545,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,8,1,419,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,9,1,961,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,10,1,343,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,11,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2009,12,1,280,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,1,1,997,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,2,1,778,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,3,1,224,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,4,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,5,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,6,1,28,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,7,1,1208,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,8,1,1700,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,9,1,194,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,10,1,353,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,11,1,20,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2010,12,1,35,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,1,1,5,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,2,1,76,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,3,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,4,1,66,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,6,1,106,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,7,1,1047,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,8,1,606,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,9,1,476,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,10,1,310,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,11,1,424,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2011,12,1,591,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,1,1,140,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,2,1,138,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,3,1,155,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,4,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,5,1,38,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,6,1,23,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,7,1,413,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,8,1,915,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,9,1,531,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,10,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,11,1,50,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2012,12,1,594,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,1,1,202,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,2,1,102,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,3,1,218,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,4,1,43,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,5,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,6,1,107,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,7,1,1804,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,8,1,1252,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,9,1,418,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,10,1,0,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,11,1,330,0,0
GHCND:USC00026716,PORTAL 4 SW AZ US,2013,12,1,173,0,0
